RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
5646,15785373,Wong,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1,1,1,SILVER,758
6270,15734626,Gibson,652,Spain,Female,36,1,0.0,2,1,1,19302.78,0,0,3,GOLD,219
716,15578977,Robinson,786,France,Male,34,9,0.0,2,1,0,144517.19,0,0,1,GOLD,723
9605,15687363,McMillan,770,France,Male,31,3,155047.56,2,1,1,186064.34,0,0,4,DIAMOND,948
6195,15794273,Hand,604,France,Female,56,0,62732.65,1,0,1,124954.56,0,0,3,GOLD,948
2217,15627484,Obielumani,686,France,Female,47,5,113328.93,1,1,0,124170.9,0,0,4,PLATINUM,666
3432,15688193,Graham,468,France,Male,36,3,61636.97,1,0,0,107787.42,0,0,4,GOLD,928
8431,15775949,Trevisani,612,France,Female,38,7,110615.47,1,1,1,193502.93,0,0,5,DIAMOND,802
9886,15574584,Fang,670,France,Male,33,8,126679.69,1,1,1,39451.09,0,0,4,SILVER,386
8084,15684011,Miller,576,Germany,Male,29,7,130575.26,1,0,1,173629.78,0,0,3,PLATINUM,233
5627,15741417,Chibuzo,624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0,0,1,DIAMOND,839
3963,15600911,Mbadiwe,712,France,Male,33,2,182888.08,1,1,0,3061.0,0,0,1,SILVER,278
3117,15666675,Hsieh,753,France,Female,39,7,155062.8,1,1,1,16460.77,0,0,3,GOLD,674
7884,15776051,Kao,551,France,Female,45,6,0.0,2,1,1,51143.43,0,0,1,GOLD,692
3845,15568915,Bailey,681,France,Male,38,6,153722.47,1,1,0,101319.76,0,0,2,PLATINUM,580
7853,15596379,Wallace,743,Germany,Male,39,3,119695.75,1,0,1,26136.13,0,0,4,GOLD,837
9128,15643487,Sal,630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1,1,5,PLATINUM,787
4979,15758939,Bray,540,Germany,Male,35,7,127801.88,1,0,1,84239.46,0,0,5,GOLD,830
4357,15693326,Whitehouse,641,France,Female,42,7,125437.14,2,0,0,164128.58,0,0,3,PLATINUM,551
3923,15614491,Lockyer,539,France,Male,39,3,139153.68,2,1,0,147662.33,0,0,1,SILVER,520
2227,15750808,Ma,790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0,0,5,GOLD,242
8651,15731865,Unwin,637,France,Male,27,1,0.0,2,1,0,91291.2,0,0,4,GOLD,304
2683,15732102,Darling,656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0,0,4,GOLD,839
4390,15756425,Barnes,660,France,Male,30,7,146301.31,1,0,0,96847.91,0,0,1,PLATINUM,950
6174,15580560,Harris,769,France,Female,73,1,0.0,1,1,1,29792.11,0,0,3,DIAMOND,415
6751,15690546,Riley,618,France,Female,42,2,0.0,4,0,0,111097.39,1,1,5,PLATINUM,398
2120,15791836,Wildman,690,France,Male,29,5,0.0,2,1,0,108577.97,0,0,3,PLATINUM,242
8586,15737047,Weatherford,754,France,Female,45,6,0.0,1,1,0,73881.68,1,1,2,SILVER,560
5291,15743490,Zikoranachidimma,795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1,1,1,PLATINUM,414
5561,15631436,Gleeson,564,France,Male,35,4,0.0,1,1,0,158937.55,0,0,1,SILVER,258
7134,15731166,Macleod,743,France,Female,30,1,127023.39,1,1,1,138780.89,0,0,4,GOLD,546
5539,15687094,Calabresi,717,Germany,Female,28,9,82498.14,2,0,0,40437.67,0,0,5,GOLD,270
8664,15736578,Hamilton,539,France,Male,39,1,0.0,1,1,1,28184.7,0,0,5,PLATINUM,445
223,15727829,McIntyre,567,France,Male,42,2,0.0,2,1,1,167984.61,0,0,5,SILVER,959
9189,15778192,Nkemdilim,628,Spain,Male,28,4,0.0,2,1,1,176750.81,0,0,3,DIAMOND,997
3717,15699492,Lorenzo,665,Germany,Female,27,2,147435.96,1,0,0,187508.06,0,0,1,DIAMOND,258
247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,0,1,PLATINUM,695
3651,15724955,Lucchesi,537,France,Male,38,3,0.0,2,0,0,141023.01,0,0,3,GOLD,412
4710,15713505,Harriman,554,France,Male,31,1,0.0,2,0,1,192660.55,0,0,2,PLATINUM,759
7456,15748499,Johnson,550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1,1,3,PLATINUM,362
4399,15707007,Onio,743,France,Female,39,8,0.0,1,1,0,94263.44,0,0,3,PLATINUM,296
9433,15574142,Chuang,458,Germany,Female,28,2,171932.26,2,1,1,9578.24,0,0,4,GOLD,582
7202,15664615,Nnachetam,689,Germany,Female,30,5,136650.89,1,1,1,41865.72,1,1,1,PLATINUM,432
6742,15730810,Storey,613,Spain,Male,44,9,100524.69,1,1,1,47298.95,0,0,4,DIAMOND,484
7948,15785326,Randall,639,Spain,Female,35,5,136526.26,2,1,0,59653.03,0,0,4,GOLD,616
5712,15730345,Miah,617,France,Female,35,2,104508.1,1,1,1,147636.46,0,0,5,PLATINUM,757
5374,15709412,H?,776,Spain,Male,30,6,0.0,2,0,1,63908.86,0,0,2,GOLD,928
1944,15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0,0,4,DIAMOND,256
3411,15595937,Bruno,430,Germany,Male,36,1,138992.48,2,0,0,122373.42,0,0,3,SILVER,770
2104,15630241,Tretyakova,594,France,Male,61,3,62391.22,1,1,1,192434.11,0,0,4,SILVER,968
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1,1,3,DIAMOND,985
816,15619708,Harker,745,France,Male,25,5,157993.15,2,1,0,146041.45,0,0,1,SILVER,395
4434,15724099,Udinese,674,France,Male,26,6,166257.96,1,1,1,149369.41,0,0,1,PLATINUM,870
1628,15591932,Ford,680,France,Male,32,5,92961.61,1,1,0,116957.6,0,0,1,GOLD,618
2755,15579647,Oluchukwu,682,France,Male,42,0,0.0,1,1,1,160828.98,0,0,5,SILVER,262
8357,15792004,Heath,731,Spain,Female,26,3,0.0,2,1,0,37697.29,0,0,5,DIAMOND,271
8673,15586848,Rose,706,France,Male,38,1,0.0,2,1,0,122379.54,0,0,1,SILVER,884
2323,15709928,Niu,567,Spain,Female,41,1,0.0,2,1,0,3414.72,0,0,5,SILVER,684
4932,15772341,Hs?eh,682,Germany,Male,81,6,122029.15,1,1,1,50783.88,0,0,4,PLATINUM,526
2806,15618936,MacDonald,688,France,Female,51,5,0.0,1,1,0,91624.11,1,1,4,PLATINUM,320
3852,15697597,Chiemenam,631,France,Male,26,1,149144.61,1,0,1,123697.95,0,0,3,PLATINUM,887
4454,15775756,Alexandrova,809,Germany,Male,33,8,148055.74,1,0,0,199203.21,0,0,1,PLATINUM,981
4382,15680370,DeRose,492,France,Male,39,7,0.0,2,0,1,71323.23,0,0,5,PLATINUM,399
8764,15665159,Brooks,727,France,Male,61,0,128213.96,2,1,1,188729.08,1,1,1,SILVER,708
2951,15744919,Genovese,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0,0,4,DIAMOND,763
5784,15727041,Fiorentini,624,France,Male,71,7,0.0,2,1,1,108841.83,0,0,3,GOLD,666
7059,15671769,Zikoranachidimma,624,France,Female,71,4,170252.05,3,1,1,73679.59,1,1,2,GOLD,858
9783,15728829,Weigel,509,France,Male,18,7,102983.91,1,1,0,171770.58,0,0,5,DIAMOND,434
5253,15749947,Black,665,France,Female,44,7,0.0,2,1,1,66548.58,0,0,3,GOLD,580
2003,15657214,Hsia,601,France,Male,74,2,0.0,2,0,1,51554.58,0,0,5,DIAMOND,564
8198,15741180,Eddy,617,France,Male,54,6,102141.9,1,1,1,45325.26,0,0,4,PLATINUM,746
2825,15667938,Hurst,628,France,Male,32,9,149136.31,2,1,1,16402.11,0,0,3,GOLD,859
7379,15641715,Ts'ui,599,France,Male,34,8,0.0,2,1,1,174196.68,0,0,4,GOLD,524
9385,15686242,Otutodilichukwu,771,France,Female,57,4,0.0,1,0,0,85876.67,1,1,4,SILVER,652
4203,15757588,Wright,526,France,Male,30,9,0.0,2,0,0,100995.68,0,0,1,PLATINUM,518
4372,15714391,Lai,563,France,Female,35,2,183572.84,1,1,1,66006.75,1,1,2,SILVER,488
7419,15647191,Lucchesi,677,France,Male,36,4,0.0,2,1,0,7824.31,0,0,3,PLATINUM,760
1242,15760774,Hargraves,519,France,Female,21,1,146329.57,2,1,1,194867.27,0,0,5,PLATINUM,398
9327,15601787,Greco,641,Germany,Male,35,2,103711.56,1,0,1,192464.21,1,1,2,PLATINUM,267
9069,15692235,Bellucci,750,France,Female,38,1,0.0,2,1,0,47764.99,0,0,4,GOLD,740
50,15771873,Buccho,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,0,1,SILVER,268
541,15667896,De Luca,833,France,Male,37,8,151226.18,2,1,1,136129.49,0,0,3,DIAMOND,633
2024,15731890,Chukwukere,601,France,Male,41,1,123971.16,1,0,1,172814.99,0,0,3,GOLD,543
6335,15611329,Findlay,608,Spain,Female,35,6,0.0,2,1,1,143463.28,0,0,4,DIAMOND,253
8370,15632882,Konovalova,684,Germany,Male,37,1,126817.13,2,1,1,29995.83,1,1,1,GOLD,511
2904,15728773,Hsieh,568,France,Female,47,7,0.0,2,1,1,45978.39,0,0,2,GOLD,845
5796,15565891,Dipietro,709,France,Male,39,8,0.0,2,1,0,56214.09,0,0,3,GOLD,958
7700,15622289,Rizzo,605,Spain,Female,36,9,0.0,2,0,1,35521.63,0,0,2,DIAMOND,825
361,15803716,West,706,Spain,Male,28,3,0.0,2,0,1,181543.67,0,0,3,SILVER,241
9491,15655171,Yermakova,624,France,Male,80,3,0.0,1,1,1,65801.44,0,0,1,PLATINUM,387
8669,15687719,She,532,Spain,Female,37,5,0.0,2,0,1,6761.84,0,0,5,DIAMOND,527
9836,15616172,Ubanwa,838,France,Male,31,2,0.0,2,1,0,8222.96,0,0,1,GOLD,783
9042,15724336,Yates,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0,0,3,PLATINUM,844
9614,15737025,Roberts,635,France,Male,33,1,0.0,3,0,0,178067.33,1,1,5,DIAMOND,897
3910,15726487,P'eng,431,France,Male,63,6,160982.89,1,1,1,168008.17,0,0,2,DIAMOND,923
3720,15577999,Sleeman,850,France,Female,62,1,124678.35,1,1,0,70916.0,1,1,4,GOLD,616
5006,15741032,Tsao,733,France,Male,48,5,0.0,1,0,1,117830.57,0,0,1,DIAMOND,674
1936,15799031,Ayers,523,France,Male,39,3,0.0,2,1,0,6726.53,0,0,1,PLATINUM,907
623,15636444,Craig,535,Germany,Female,53,5,141616.55,2,1,1,75888.65,0,0,1,PLATINUM,577
7825,15761149,Teng,673,France,Female,44,8,133444.97,1,0,1,5708.19,0,0,4,PLATINUM,276
996,15810218,Sun,610,Spain,Male,29,9,0.0,3,0,1,83912.24,0,0,5,SILVER,691
3968,15786643,Tsao,602,France,Male,32,10,0.0,2,1,1,116052.92,0,0,3,PLATINUM,592
5439,15633274,Tai,679,France,Male,34,7,160515.37,1,1,0,121904.14,0,0,2,DIAMOND,932
6999,15640074,Barrett,666,Spain,Female,47,5,0.0,1,0,0,166650.9,1,1,3,SILVER,988
6099,15803005,Wallace,570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0,0,5,SILVER,307
1623,15783955,Miah,697,France,Female,25,4,165686.11,2,1,0,15467.98,0,0,5,DIAMOND,694
1657,15575409,Rozhkova,581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0,0,2,SILVER,258
873,15794549,Andrews,722,France,Female,35,2,163943.89,2,1,1,15068.18,0,0,1,GOLD,883
4111,15801630,Yen,558,France,Male,40,6,0.0,2,1,0,173844.89,0,0,2,PLATINUM,271
218,15786308,Millar,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,0,1,SILVER,621
4838,15708256,Chien,803,France,Male,28,3,0.0,2,1,0,159654.0,0,0,5,DIAMOND,570
3659,15661903,Hsia,699,France,Female,43,3,80764.03,1,1,0,199378.58,1,1,3,PLATINUM,490
1513,15586974,Pearce,656,France,Male,39,10,0.0,2,1,1,98894.64,0,0,1,SILVER,259
751,15790314,Onuoha,649,France,Male,41,0,0.0,2,0,1,130567.02,0,0,4,GOLD,547
6500,15702561,Dale,782,France,Male,32,9,0.0,1,1,1,87566.97,0,0,5,SILVER,255
2671,15760446,Pagnotto,598,France,Female,64,9,0.0,1,0,1,13181.37,1,1,5,GOLD,753
1503,15660833,Flannery,796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0,0,1,GOLD,570
822,15716155,Shaw,841,France,Female,36,5,156021.31,1,0,0,122662.98,0,0,4,DIAMOND,242
6104,15571144,Ives,655,France,Male,28,10,0.0,2,0,1,126565.21,0,0,2,SILVER,315
4867,15688760,Obialo,522,Germany,Female,37,3,95022.57,1,1,1,129107.59,0,0,3,SILVER,534
6030,15669011,Bocharova,659,France,Female,44,9,23503.31,1,0,1,169862.01,1,1,4,GOLD,275
6190,15572408,Chambers,714,Germany,Male,39,3,149887.49,2,1,0,63846.36,0,0,4,SILVER,235
8671,15758702,Watson,705,France,Female,55,8,0.0,2,1,1,14392.68,0,0,3,GOLD,761
8925,15808566,Hs?,516,France,Male,46,2,0.0,2,1,1,169122.54,0,0,4,GOLD,786
4709,15811985,Power,530,Spain,Male,44,6,0.0,2,0,0,55893.37,0,0,5,SILVER,333
1169,15710456,Balmain,607,France,Female,27,2,0.0,2,1,0,63495.86,0,0,3,DIAMOND,377
8888,15768233,Chukwuebuka,435,Germany,Male,37,8,114346.3,1,0,1,980.93,1,1,1,PLATINUM,426
4045,15607142,Parkin,658,France,Male,32,8,0.0,1,1,1,80410.68,0,0,1,GOLD,867
8885,15749583,Bellucci,686,Germany,Female,38,2,93569.86,3,0,0,10137.34,1,1,4,PLATINUM,844
2747,15655794,Hanna,620,France,Male,36,8,0.0,2,1,1,145937.99,0,0,5,PLATINUM,675
9309,15728683,Lombardo,742,France,Male,27,0,0.0,2,0,1,131534.96,0,0,1,GOLD,905
4989,15775067,Fang,606,France,Male,47,3,93578.68,2,0,1,137720.56,1,1,5,GOLD,537
5100,15731555,Ross-Watt,595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1,1,1,PLATINUM,470
9981,15719276,T'ao,741,Spain,Male,35,6,74371.49,1,0,0,99595.67,0,0,2,SILVER,295
5436,15808283,Kelly,647,France,Female,33,4,0.0,1,1,0,152323.04,0,0,5,GOLD,558
4519,15642991,Tung,850,Spain,Female,29,7,0.0,2,1,0,23237.25,0,0,5,PLATINUM,241
6328,15793856,Abdulov,667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0,0,5,PLATINUM,252
9909,15721469,Mach,492,Germany,Male,45,9,170295.04,2,0,0,164741.81,0,0,1,GOLD,594
5853,15782100,Holloway,544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0,0,2,SILVER,370
7234,15699963,Scott,571,France,Male,38,1,121405.04,1,1,1,154844.22,0,0,4,GOLD,585
5245,15702190,Fan,672,Spain,Male,43,5,0.0,2,1,1,64515.5,0,0,5,GOLD,784
2030,15666043,Mackey,520,France,Male,33,4,156297.58,2,1,1,166102.61,0,0,1,DIAMOND,477
1489,15625824,Kornilova,596,Spain,Male,30,6,121345.88,4,1,0,41921.75,1,1,2,SILVER,317
3207,15596761,Hawdon,515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1,1,1,GOLD,850
1897,15604588,Li Fonti,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0,0,2,DIAMOND,729
2046,15655238,Dellucci,668,France,Female,31,9,0.0,2,0,0,41291.73,0,0,1,SILVER,448
1255,15610383,Dumetolisa,628,France,Female,46,1,46870.43,4,1,0,31272.14,1,1,1,DIAMOND,826
3109,15724536,Chin,560,Spain,Female,28,1,0.0,2,1,1,120880.72,0,0,3,SILVER,451
5251,15720820,Sabbatini,462,Germany,Female,24,9,69881.09,2,0,1,64421.02,0,0,3,SILVER,456
947,15745324,Milani,599,Spain,Female,39,4,0.0,1,1,0,194273.2,1,1,3,PLATINUM,543
8460,15760063,Chiedozie,595,Spain,Male,23,7,0.0,2,1,1,168085.97,0,0,5,PLATINUM,487
1825,15770498,Parker,798,France,Female,37,4,111723.08,1,1,1,83478.12,0,0,4,SILVER,778
8330,15690744,Custance,683,France,Male,43,2,112499.42,2,1,0,30375.18,0,0,1,SILVER,469
6542,15685564,Nnamutaezinwa,748,Spain,Male,35,5,105492.53,1,1,1,150057.2,0,0,4,GOLD,811
9314,15757912,Bradley,722,Germany,Female,37,0,125977.81,1,0,0,160162.42,0,0,2,GOLD,983
9651,15646168,Ifeatu,834,Spain,Male,33,5,0.0,2,1,0,66285.18,0,0,1,PLATINUM,746
2569,15775905,Moore,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1,1,4,PLATINUM,705
1240,15660422,Chung,569,France,Male,28,7,0.0,2,1,0,73977.23,0,0,1,GOLD,688
4401,15567063,Manna,766,Germany,Female,34,6,106434.94,1,0,1,137995.66,1,1,1,DIAMOND,384
2730,15608230,Hoelscher,667,France,Male,23,1,0.0,2,1,0,91573.19,0,0,3,SILVER,474
2298,15797595,Greenhalgh,709,France,Female,40,9,131569.63,1,1,1,103970.58,0,0,1,DIAMOND,295
5755,15766378,Marsden,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0,0,5,DIAMOND,696
6627,15619932,Lombardi,847,France,Male,66,7,123760.68,1,0,1,53157.16,0,0,1,GOLD,757
5403,15745624,McKenzie,828,France,Male,37,4,0.0,2,1,0,94845.45,0,0,4,PLATINUM,652
2667,15576723,Ts'ai,740,France,Female,37,7,0.0,2,1,1,194270.91,0,0,1,DIAMOND,741
2124,15723320,Azubuike,651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0,0,1,SILVER,652
7184,15740458,Murphy,703,Spain,Male,36,7,135095.47,1,1,0,143859.66,0,0,2,SILVER,764
3768,15765952,Milanesi,769,France,Male,29,4,145471.37,1,1,0,188382.77,0,0,3,PLATINUM,378
2524,15742269,Milano,756,France,Female,24,1,0.0,2,1,0,184182.25,0,0,5,DIAMOND,896
4537,15756333,Khan,642,France,Female,55,7,0.0,2,1,1,101515.76,0,0,1,PLATINUM,918
7927,15732644,Evans,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1,1,1,DIAMOND,916
4020,15592091,Belbin,620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0,0,1,PLATINUM,312
8841,15646969,Anayolisa,776,Spain,Male,33,2,0.0,2,1,1,176921.0,0,0,2,GOLD,536
6241,15626507,Chukwubuikem,558,France,Male,27,1,152283.39,1,1,0,183271.15,0,0,1,GOLD,783
958,15731522,Ts'ui,771,Spain,Female,67,8,0.0,2,1,1,51219.8,0,0,1,GOLD,352
7337,15801072,Hurst,654,France,Female,28,7,0.0,2,1,0,151316.37,0,0,2,PLATINUM,660
4556,15733261,Kung,688,Spain,Female,35,6,0.0,1,1,0,25488.43,1,1,1,SILVER,901
3408,15797760,Bogdanov,632,France,Male,40,3,193354.86,2,1,0,149188.41,0,0,4,GOLD,462
410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0,0,5,DIAMOND,767
3057,15762605,Wall,685,France,Male,58,1,104796.54,1,1,1,154181.41,0,0,3,GOLD,673
2457,15591766,Crawford,607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0,0,1,DIAMOND,551
4545,15758081,Repina,673,Spain,Male,39,8,138160.0,1,1,1,110468.51,0,0,3,SILVER,778
4933,15661548,Ferri,683,France,Female,29,0,157829.12,1,0,0,129891.66,0,0,1,PLATINUM,984
4221,15711314,Kao,589,Spain,Female,45,1,0.0,1,0,0,125939.22,1,1,4,SILVER,300
4815,15615896,Chienezie,621,Spain,Male,39,8,0.0,2,1,0,36122.96,0,0,2,PLATINUM,399
5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,1,1,163116.75,0,0,1,DIAMOND,876
7128,15808662,Krylov,624,France,Male,44,3,0.0,2,1,0,88407.51,0,0,2,SILVER,983
436,15581197,Ricci,762,France,Female,51,3,99286.98,1,0,1,85578.63,0,0,5,SILVER,887
8986,15802118,Ignatieff,664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0,0,2,PLATINUM,315
7227,15614813,Cocci,777,Germany,Female,46,0,107362.8,1,1,0,487.3,0,0,1,SILVER,258
9732,15627859,Nebeolisa,607,Germany,Male,29,7,102609.0,1,1,0,163257.44,0,0,5,DIAMOND,800
2975,15746737,Eames,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0,0,5,PLATINUM,558
2289,15579166,Munro,619,France,Female,30,7,70729.17,1,1,1,160948.87,0,0,1,DIAMOND,962
9555,15593778,Craig,779,France,Female,29,3,46388.16,3,1,0,127939.26,1,1,3,DIAMOND,922
8872,15699524,Howells,466,France,Female,30,3,0.0,1,1,0,193984.6,0,0,2,PLATINUM,671
1516,15602497,Honore,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0,0,5,PLATINUM,681
1093,15585198,Bergamaschi,715,France,Male,41,4,94267.9,1,0,1,152821.12,1,1,5,GOLD,831
1687,15570205,Tao,682,Spain,Male,36,5,0.0,2,1,1,147758.51,0,0,5,GOLD,628
1882,15669922,Conti,530,Spain,Female,36,2,0.0,2,1,1,14721.8,0,0,5,GOLD,972
5906,15731519,Kerr,511,France,Female,30,5,0.0,2,1,0,143994.86,0,0,4,SILVER,248
1782,15771636,Marshall,793,Spain,Female,36,0,0.0,1,0,0,148993.47,0,0,2,SILVER,847
4640,15567078,Kovaleva,789,France,Female,27,8,66201.96,1,1,1,79458.12,0,0,1,DIAMOND,332
6253,15687492,Anderson,596,Germany,Male,32,3,96709.07,2,0,0,41788.37,0,0,1,GOLD,709
8197,15589312,Larkin,588,France,Male,30,3,115007.08,1,0,0,176858.5,0,0,1,PLATINUM,572
2001,15613656,Lombardi,842,France,Male,58,1,63492.94,1,1,1,83172.19,0,0,4,DIAMOND,354
1161,15719348,Tsao,513,France,Male,35,8,0.0,1,1,0,76640.29,1,1,4,GOLD,276
5208,15751022,Bowhay,777,Germany,Female,37,10,121532.17,2,1,1,73464.88,0,0,4,SILVER,440
1557,15772777,Onyemachukwu,850,Spain,Female,29,10,0.0,2,1,1,94815.04,0,0,1,GOLD,251
8869,15708357,Chapman,649,Spain,Female,38,8,0.0,1,1,0,103760.53,0,0,2,SILVER,858
5762,15749119,Santiago,710,France,Female,31,3,0.0,2,1,1,112289.06,0,0,2,SILVER,681
5787,15652320,Woronoff,588,France,Male,40,5,0.0,2,0,0,100727.68,0,0,1,GOLD,394
1364,15789095,T'ang,775,Spain,Male,30,4,0.0,2,0,1,57461.13,0,0,5,PLATINUM,368
4400,15572547,Vaguine,670,France,Female,45,9,104930.38,1,1,0,155921.81,1,1,3,PLATINUM,720
616,15745295,Gether,727,Spain,Female,31,0,0.0,1,1,0,121751.04,1,1,2,SILVER,274
5665,15661723,Abramovich,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,1,2,DIAMOND,915
509,15773890,Okechukwu,733,France,Male,22,5,0.0,2,1,1,117202.19,0,0,3,DIAMOND,279
5090,15631882,Yeh,688,Germany,Male,45,9,103399.87,1,0,0,129870.93,0,0,1,PLATINUM,632
8905,15737735,Grant,683,Spain,Male,40,4,95053.1,1,1,1,116816.54,1,1,5,PLATINUM,777
5016,15756196,Tsou,682,France,Male,50,6,121818.84,2,0,1,124151.37,0,0,1,SILVER,813
2108,15714586,Marcelo,646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0,0,3,GOLD,324
4118,15663964,Pagnotto,561,France,Male,37,5,0.0,2,1,0,83093.25,0,0,5,PLATINUM,650
222,15787155,Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,0,4,DIAMOND,583
6455,15705899,Craig,597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0,0,4,SILVER,868
8578,15569976,Woronoff,754,Germany,Male,65,1,136186.44,1,1,1,121529.59,1,1,4,SILVER,413
5582,15812850,Stradford,494,Spain,Male,67,5,0.0,2,1,1,85890.16,0,0,2,GOLD,408
1470,15670374,Wright,819,Germany,Female,49,1,120656.86,4,0,0,166164.3,1,1,3,PLATINUM,991
6886,15606849,Blackall,698,France,Female,27,1,94920.71,1,1,1,40339.9,0,0,1,DIAMOND,701
5630,15601503,Tokaryev,578,Spain,Male,28,4,0.0,2,0,0,6947.09,0,0,3,GOLD,849
316,15581539,Atkinson,474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,0,4,SILVER,275
2620,15800062,Lanford,850,Spain,Male,49,8,0.0,1,0,0,25867.67,1,1,2,PLATINUM,240
5904,15677317,Ankudinova,570,France,Female,29,4,153040.03,1,1,1,131363.57,1,1,3,SILVER,762
6252,15614520,Smith,682,France,Female,37,8,148580.12,1,1,0,35179.18,0,0,5,GOLD,643
3958,15756610,Carlson,657,Germany,Female,38,5,123770.46,1,0,0,47019.66,1,1,1,SILVER,385
4199,15565706,Akobundu,612,Spain,Male,35,1,0.0,1,1,1,83256.26,1,1,1,SILVER,298
879,15656333,Jen,574,France,Female,33,3,134348.57,1,1,0,63163.99,0,0,4,DIAMOND,596
8102,15588955,Mazzi,581,Germany,Female,43,5,93259.57,3,1,0,141035.65,1,1,5,DIAMOND,276
5041,15749727,Chukwufumnanya,829,Spain,Male,50,7,0.0,2,0,1,178458.86,0,0,2,SILVER,332
8492,15699257,Kerr,651,Spain,Male,42,2,143145.87,2,1,0,43612.06,0,0,4,SILVER,288
6356,15570414,Chizoba,618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0,0,5,PLATINUM,644
1904,15705885,Smeaton,752,Spain,Male,36,2,0.0,2,1,1,45570.84,0,0,1,SILVER,251
919,15593773,Olejuru,784,Spain,Male,35,3,0.0,2,0,0,81483.64,0,0,2,PLATINUM,469
5423,15729117,Trevisano,607,France,Female,31,1,102523.88,1,1,1,166792.71,0,0,2,GOLD,492
6304,15591169,Hawes,788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1,1,1,SILVER,423
4917,15613816,Mao,539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0,0,4,GOLD,693
5393,15710012,Bowen,738,Spain,Male,44,2,0.0,2,1,0,43018.82,1,1,5,PLATINUM,546
139,15594408,Chia,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,0,4,DIAMOND,814
2897,15606836,Lombardo,782,France,Female,33,2,94493.03,1,0,1,101866.39,0,0,3,PLATINUM,324
8079,15618446,Nnonso,576,France,Female,50,8,0.0,2,1,1,57802.62,0,0,4,PLATINUM,905
4415,15657321,Arkwookerum,712,Germany,Male,27,8,113174.21,2,1,0,147261.58,0,0,4,GOLD,622
9991,15798964,Nkemakonam,714,Germany,Male,33,3,35016.6,1,1,0,53667.08,0,0,3,GOLD,791
5221,15753174,Thompson,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1,1,5,PLATINUM,923
899,15654700,Fallaci,523,France,Female,40,2,102967.41,1,1,0,128702.1,1,1,1,PLATINUM,606
9873,15648032,Young,588,Spain,Male,37,2,0.0,2,0,1,187816.59,0,0,2,DIAMOND,889
5802,15659800,Teng,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1,1,2,SILVER,290
4987,15582090,Iroawuchi,684,Spain,Female,36,4,0.0,1,1,0,117038.96,0,0,1,SILVER,718
7079,15682576,Onyenachiya,763,France,Male,67,1,149436.73,2,0,1,106282.74,0,0,3,GOLD,340
5341,15612667,Bird,680,Spain,Male,42,0,0.0,1,1,0,136377.21,0,0,3,DIAMOND,821
4487,15660646,Fanucci,528,France,Male,35,3,156687.1,1,1,0,199320.77,0,0,4,PLATINUM,982
